role,job_title,company,location,exp_min,exp_max,exp_avg,min_sal,max_sal,sal_avg_lpa,skills_list,skills_normalized
Python Developer,Python Developer - 5+,Focaloid Technologies,Kochi,5.0,10.0,7.5,9.1,15.1,12.1,"['python', 'version control', 'unit testing', 'python development', 'engineering', 'data engineering', 'sql', 'microservices']","python, version control, unit testing, python development, engineering, data engineering, sql, microservices"
Python Developer,Python Developer,Leading Client,Hybrid - Hyderabad,6.0,9.0,7.5,9.1,15.1,12.1,"['snowflake', 'sql queries', 'performance tuning', 'dbms', 'backend development', 'continuous integration', 'kubernetes', 'python']","snowflake, sql queries, performance tuning, dbms, backend development, continuous integration, kubernetes, python"
Python Developer,Python Developer,Cognizant,"Hyderabad, Pune",4.0,9.0,6.5,9.1,15.1,12.1,"['cloud api', 'python', 'linux', 'gcp', 'splunk development', 'aws', 'api', 'development']","cloud api, python, linux, gcp, splunk development, aws, api, development"
Python Developer,"Python Developer ( Bengaluru, Hyderabad, Pune)",Infosys,"Chandigarh, Hyderabad, Bengaluru",3.0,8.0,5.5,9.1,15.1,12.1,"['python', 'django', 'flask', 'python development', 'development']","python, django, flask, python development, development"
Python Developer,Python Developer,Capgemini,Bengaluru,3.0,6.0,4.5,9.1,15.1,12.1,"['python', 'software development', 'software design', 'python development', 'software engineering', 'rest', 'automation testing', 'sql']","python, software development, software design, python development, software engineering, rest, automation testing, sql"
Python Developer,Python Developer,Persistent,Bengaluru,3.0,7.0,5.0,9.1,15.1,12.1,"['python development', 'css', 'do', 'bootstrap', 'jquery', 'healthcare', 'sql', 'git']","python development, css, do, bootstrap, jquery, healthcare, sql, git"
Python Developer,"Python Developer- Payroll- Artech, Client - JP Mogan",JPMorgan Chase Bank,Hybrid - Hyderabad,3.0,5.0,4.0,4.0,9.0,6.5,"['rest api', 'fast api', 'json', 'flash', 'python', 'payroll', 'rest', 'api']","rest api, fast api, json, flash, python, payroll, rest, api"
Python Developer,Python Developer (Weekend Drive - 27th Sep 25),Brillio,Hybrid - Bengaluru,3.0,5.0,4.0,9.1,15.1,12.1,"['api', 'python development', 'web scraping', 'python', 'data normalization', 'data structures', 'web technologies', 'development']","api, python development, web scraping, python, data normalization, data structures, web technologies, development"
Python Developer,Python Developer,Prorsum Technologies,Bengaluru,4.0,6.0,5.0,9.1,15.1,12.1,"['django', 'fast api', 'python', 'development', 'api', 'python development']","django, fast api, python, development, api, python development"
Python Developer,Python Software Developer,Paralaxiom,Bengaluru,2.0,4.0,3.0,7.0,7.5,7.2,"['python framework', 'django', 'python development', 'flask', 'server side development', 'css', 'html', 'orm']","python framework, django, python development, flask, server side development, css, html, orm"
Python Developer,Python Software Developer,Tata Consultancy Services,"Hyderabad, Pune, Bengaluru",5.0,10.0,7.5,8.0,18.0,13.0,"['aws', 'python', 'sql', 'development', 'software', 'software development']","aws, python, sql, development, software, software development"
Python Developer,Python Developer,Truefy,Bengaluru,4.0,9.0,6.5,9.1,15.1,12.1,"['data analysis', 'version control', 'git', 'scalability', 'django', 'machine learning', 'automation tools', 'data structures']","data analysis, version control, git, scalability, django, machine learning, automation tools, data structures"
Python Developer,Python developer-Gurugram,Infosys,"Hybrid - Ahmedabad, Chennai, Bengaluru",9.0,14.0,11.5,9.1,15.1,12.1,"['machine learning algorithms', 'python', 'natural language processing', 'data analytics', 'machine', 'data', 'processing', 'languages']","machine learning algorithms, python, natural language processing, data analytics, machine, data, processing, languages"
Python Developer,Python Developer,SP Software,Hybrid - Bengaluru,6.0,9.0,7.5,11.0,21.0,16.0,"['django', 'snowflake db', 'aws', 'python', 'sql', 'development', 'snowflake', 'db']","django, snowflake db, aws, python, sql, development, snowflake, db"
Python Developer,Python Developer,Sonata Software,Hybrid - Hyderabad,7.0,12.0,9.5,30.0,30.0,30.0,"['django', 'aws', 'python', 'sql', 'python development', 'development']","django, aws, python, sql, python development, development"
Python Developer,Python Developer - Transunion,Photon,"Pune, Chennai, Bengaluru",5.0,10.0,7.5,9.1,15.1,12.1,"['python', 'javascript', 'postgresql', 'mysql', 'html', 'arinc', 'css', 'tds']","python, javascript, postgresql, mysql, html, arinc, css, tds"
Python Developer,Python Software Developer,Sonata Software,Hyderabad,5.0,8.0,6.5,9.1,15.1,12.1,"['fast api', 'mongodb', 'python', 'sql', 'software', 'software development', 'api', 'development']","fast api, mongodb, python, sql, software, software development, api, development"
Python Developer,Python Software Developer,Infosys,Bengaluru,5.0,9.0,7.0,9.1,15.1,12.1,"['python', 'django', 'oops', 'flask', 'software', 'development', 'software development']","python, django, oops, flask, software, development, software development"
Python Developer,Python developer,Venpa Staffing,"Hyderabad, Chennai, Bengaluru",4.0,9.0,6.5,5.0,15.0,10.0,"['aws', 'python', 'sql', 'azure', 'development', 'python development', 'microsoft']","aws, python, sql, azure, development, python development, microsoft"
Python Developer,Python Software Developer,Service Industry,Bengaluru,7.0,12.0,9.5,9.1,15.1,12.1,"['python', 'python backend', 'server', 'linux', 'networking', 'storage', 'software', 'development']","python, python backend, server, linux, networking, storage, software, development"
Python Developer,Python Developer,Icra Analytics,Kolkata,5.0,8.0,6.5,9.1,15.1,12.1,"['pyspark', 'python', 'python development', 'development']","pyspark, python, python development, development"
Python Developer,Python Developer,Tekskills india pvt ltd,"Noida, Pune, Bengaluru",6.0,8.0,7.0,9.1,15.1,12.1,"['pandas', 'numpy', 'scikit', 'learn', 'development', 'python development', 'python']","pandas, numpy, scikit, learn, development, python development, python"
Python Developer,Python Developer,Meditab Software,Ahmedabad,0.0,1.0,0.5,9.1,15.1,12.1,"['python framework', 'django framework', 'python', 'html', 'css', 'sql', 'java', 'development']","python framework, django framework, python, html, css, sql, java, development"
Python Developer,Python Developer,Thoughts2Binary,Gurugram,0.0,1.0,0.5,9.1,15.1,12.1,"['application programming', 'github', 'programming', 'rest api', 'software development', 's3', 'oops', 'json']","application programming, github, programming, rest api, software development, s3, oops, json"
Python Developer,Python Developer,ACE Software N Web Solutions,Thane,1.0,6.0,3.5,9.1,15.1,12.1,"['python', 'python development', 'development']","python, python development, development"
Python Developer,Hiring - Python Developer - MNC - Pan India,People Staffing solutions,"Hyderabad, Chennai, Mumbai (All Areas)",4.0,9.0,6.5,9.0,19.0,14.0,"['sql', 'git', 'python', 'python web framework', 'python framework', 'oops', 'flask web framework', 'web framework']","sql, git, python, python web framework, python framework, oops, flask web framework, web framework"
Python Developer,Python Developer,APP Innovation Technologies,Coimbatore,1.0,4.0,2.5,2.0,4.0,3.0,"['django framework', 'django rest api', 'rest api services', 'rest', 'python', 'api', 'development', 'framework']","django framework, django rest api, rest api services, rest, python, api, development, framework"
Python Developer,Python Developer,Bonami Software,Noida(Sector 63),0.0,2.0,1.0,3.0,6.0,4.5,"['software engineering', 'django', 'python', 'data science', 'software development', 'data structures', 'django framework', 'web development']","software engineering, django, python, data science, software development, data structures, django framework, web development"
Python Developer,Python Developer,In2it Systems And Services,Noida(Noida Extension),3.0,5.0,4.0,9.1,15.1,12.1,"['django', 'python development', 'postgresql', 'fast api', 'flask', 'microservices', 'development', 'api']","django, python development, postgresql, fast api, flask, microservices, development, api"
Python Developer,Python Software Developer,Lantern Digital Services,Noida,2.0,7.0,4.5,9.1,15.1,12.1,"['python', 'autogen', 'crewai', 'langchain', 'software development', 'software', 'development']","python, autogen, crewai, langchain, software development, software, development"
Python Developer,Python Developer,Atenas Code Pvt Ltd,Unknown,4.0761421319796955,7.83248730964467,5.9543147208121825,3.0,4.75,3.9,"['python development', 'python web framework', 'django rest api', 'python framework', 'django', 'api rest', 'django framework', 'web framework']","python development, python web framework, django rest api, python framework, django, api rest, django framework, web framework"
Python Developer,Python Developer (AI/ML Experience),Com1 Communication Technologies,"Nagpur, Maharashtra",2.0,6.0,4.0,9.1,15.1,12.1,"['python', 'ai', 'ml', 'pytorch', 'data preprocessing', 'artificial intelligence', 'machine learning', 'agile development', 'tensorflow']","python, ai, ml, pytorch, data preprocessing, artificial intelligence, machine learning, agile development, tensorflow"
Python Developer,Python Developer,Makro Group,"Hyderabad, Madhapur",3.0,4.0,3.5,9.1,15.1,12.1,"['django', 'python', 'flask', 'git', 'oops', 'reactjs', 'mercurial', 'javascript']","django, python, flask, git, oops, reactjs, mercurial, javascript"
Python Developer,Python Developer,Looppe Software Company,Noida,3.0,8.0,5.5,9.1,15.1,12.1,"['performance tuning', 'version control', 'git', 'postgresql', 'django', 'mysql', 'debugging', 'unit testing']","performance tuning, version control, git, postgresql, django, mysql, debugging, unit testing"
Python Developer,Python Developer,Highradius,Hyderabad,2.0,7.0,4.5,9.1,15.1,12.1,"['automation', 'pdf', 'scalability', 'software engineer ii', 'finance', 'saas', 'programming', 'open source']","automation, pdf, scalability, software engineer ii, finance, saas, programming, open source"
Python Developer,Python Software Developer,Gigmo Solutions,"Faridabad, Gurugram, Delhi / NCR",5.0,10.0,7.5,9.1,15.1,12.1,"['automation', 'data scraping', 'framework', 'python', 'web crawling', 'development', 'software', 'web technologies']","automation, data scraping, framework, python, web crawling, development, software, web technologies"
Python Developer,Python Developer,Careplix,Kolkata,2.0,4.0,3.0,9.1,15.1,12.1,"['python', 'unit testing', 'waterfall', 'debugging', 'serverless architecture', 'sql', 'restful api development', 'devops']","python, unit testing, waterfall, debugging, serverless architecture, sql, restful api development, devops"
Python Developer,Python Developer,Elsner Technologies,Ahmedabad,3.0,5.0,4.0,9.1,15.1,12.1,"['erp', 'mysql', 'javascript', 'cms', 'agile', 'data structures', 'html', 'sql']","erp, mysql, javascript, cms, agile, data structures, html, sql"
Python Developer,Python Software Developer,A A Garg & Co.,Mumbai Suburban,4.0,5.0,4.5,9.1,15.1,12.1,"['powerapps', 'power bi dashboards', 'data analysis', 'data visualization', 'python', 'data automation', 'data extraction', 'advanced excel']","powerapps, power bi dashboards, data analysis, data visualization, python, data automation, data extraction, advanced excel"
Python Developer,Python Developer,Evnek,Noida,1.0,5.0,3.0,9.1,15.1,12.1,"['python', 'dbms', 'postgresql', 'asynchronous', 'flask', 'c#', 'rest', 'c++']","python, dbms, postgresql, asynchronous, flask, c#, rest, c++"
Python Developer,Python Developer (Python +AWS),Avisoft,Noida,4.0,7.0,5.5,9.1,15.1,12.1,"['python', 'django', 'postgresql', 'restful api', 'mysql', 'javascript', 'mongodb', 'aws']","python, django, postgresql, restful api, mysql, javascript, mongodb, aws"
Python Developer,Python Developer,Adengage,"Mumbai, Hyderabad, Mumbai, Hyderabad",3.0,5.0,4.0,9.1,15.1,12.1,"['python', 'python development', 'django', 'flask', 'python framework', 'css', 'bootstrap', 'jquery']","python, python development, django, flask, python framework, css, bootstrap, jquery"
Python Developer,Python Developer - Gurgaon,PwC India,Gurugram,2.0,5.0,3.5,3.0,7.0,5.0,"['python', 'python framework', 'django', 'python developer', 'python development', 'development', 'framework']","python, python framework, django, python developer, python development, development, framework"
Python Developer,Python Software Developer,Deloitte Consulting,Hybrid - Hyderabad,5.0,10.0,7.5,9.1,15.1,12.1,"['fast api', 'aws', 'flask', 'python', 'software', 'api', 'development', 'software development']","fast api, aws, flask, python, software, api, development, software development"
Python Developer,Python Developer @ Infosys- Pan India,Infosys,"Hybrid - Pune, Delhi / NCR, Mumbai (All Areas)",4.0,9.0,6.5,9.1,15.1,12.1,"['python', 'django', 'python development', 'flask', 'pan', 'development']","python, django, python development, flask, pan, development"
Python Developer,Python Developer,Capgemini,Coimbatore,3.0,6.0,4.5,9.1,15.1,12.1,"['python', 'software development', 'software design', 'python development', 'software engineering', 'rest', 'automation testing', 'sql']","python, software development, software design, python development, software engineering, rest, automation testing, sql"
Python Developer,Python Software Developer,KDS Services,Lucknow(Gomti Nagar),3.0,6.0,4.5,9.1,15.1,12.1,"['django', 'fast api', 'django framework', 'flask', 'rest', 'python framework', 'orm', 'python development']","django, fast api, django framework, flask, rest, python framework, orm, python development"
Python Developer,Python Developers _Immediate Joiners/ Maximum 30 days Joiners require,JTSI TECHNOLOGIES INDIA PRIVATE LIMITED,Hybrid - Kochi,4.0,9.0,6.5,9.1,15.1,12.1,"['python', 'django', 'fast api', 'python development', 'flask', 'development', 'api']","python, django, fast api, python development, flask, development, api"
Python Developer,Python Software Developer,Hexaware Technologies,"Hybrid - Pune, Chennai, Mumbai (All Areas)",4.0,9.0,6.5,9.1,15.1,12.1,"['python', 'django', 'tornado', 'fastapi', 'rest api services', 'flask', 'sql', 'software']","python, django, tornado, fastapi, rest api services, flask, sql, software"
Python Developer,Python Developer,Intellius Recode,Hybrid - Chennai,2.0,7.0,4.5,9.1,15.1,12.1,"['pytorch', 'python', 'tensorflow', 'development', 'python development']","pytorch, python, tensorflow, development, python development"
Python Developer,Python Developer,PamTen,Hyderabad(Nanakramguda),5.0,10.0,7.5,18.0,27.5,22.8,"['pyspark', 'rest', 'django', 'pandas', 'python development', 'python', 'development']","pyspark, rest, django, pandas, python development, python, development"
Python Developer,Python Developer,Prudent Globaltech Solutions,Hybrid - Hyderabad,8.0,10.0,9.0,9.1,15.1,12.1,"['fast api', 'rest api', 'python', 'sql', 'development', 'api', 'python development', 'rest']","fast api, rest api, python, sql, development, api, python development, rest"
Python Developer,Python developer,searchends,Vadodara,4.0,9.0,6.5,10.0,18.0,14.0,"['nosql', 'power bi', 'ssis', 'etl', 'python', 'git', 'bitbucket', 'rest api services']","nosql, power bi, ssis, etl, python, git, bitbucket, rest api services"
Python Developer,Python Developers,Leading Client,Pune,6.0,10.0,8.0,9.1,15.1,12.1,"['python', 'rest', 'nosql', 'dockers', 'cloud native frameworks', 'openshift', 'django', 'python developer']","python, rest, nosql, dockers, cloud native frameworks, openshift, django, python developer"
Python Developer,Python Developer,MSCI Services,Pune,3.0,5.0,4.0,9.1,15.1,12.1,"['cvs', 'manager quality assurance', 'orchestration', 'agile', 'software development life cycle', 'data processing', 'agile methodology', 'analytics']","cvs, manager quality assurance, orchestration, agile, software development life cycle, data processing, agile methodology, analytics"
Python Developer,Python Developer,Kovai Soft Technologies,Chennai,3.0,8.0,5.5,9.1,15.1,12.1,"['cloud platform', 'python', 'tensorflow', 'google', 'azure', 'ai', 'sql', 'pytorch']","cloud platform, python, tensorflow, google, azure, ai, sql, pytorch"
Python Developer,Python Developer,MSCI Services,Pune,2.0,5.0,3.5,9.1,15.1,12.1,"['continuous integration', 'python', 'orchestration', 'azure', 'python development', 'data pipeline', 'data engineering', 'research']","continuous integration, python, orchestration, azure, python development, data pipeline, data engineering, research"
Python Developer,Python Developer,Primotech,"Mohali, Chandigarh",2.0,7.0,4.5,9.1,15.1,12.1,"['django', 'python', 'celery', 'bigquery', 'fast api', 'redis', 'sqlalchemy', 'flask']","django, python, celery, bigquery, fast api, redis, sqlalchemy, flask"
Python Developer,Python Developer,Energytech Global,Hyderabad,9.0,14.0,11.5,9.1,15.1,12.1,"['postgresql', 'agile', 'ci', 'cd', 'python development', 'aws', 'microservices', 'development']","postgresql, agile, ci, cd, python development, aws, microservices, development"
Python Developer,Python Developer,Capgemini,Pune,5.0,10.0,7.5,9.1,15.1,12.1,"['python', 'python development', 'aws cloudformation', 'aws lambda', 'aws', 'kubernetes', 'software development', 'dynamo db']","python, python development, aws cloudformation, aws lambda, aws, kubernetes, software development, dynamo db"
Python Developer,Python Developer,Suzva Software Technologies,Mumbai,6.0,8.0,7.0,9.1,15.1,12.1,"['python', 'azure', 'docker', 'postgresql', 'mysql', 'ci', 'cd', 'mongodb', 'aws']","python, azure, docker, postgresql, mysql, ci, cd, mongodb, aws"
Python Developer,Python Developer,A Edge Client,"Hybrid - Gurugram, Delhi / NCR",6.0,9.0,7.5,9.1,15.1,12.1,"['python developer', 'python', 'python framework', 'django', 'python development', 'flask', 'framework', 'development']","python developer, python, python framework, django, python development, flask, framework, development"
Python Developer,Developer - Python,Wipro,Bengaluru,3.0,8.0,5.5,9.1,15.1,12.1,"['continuous integration', 'software development', 'root cause analysis', 'software development life cycle', 'mis', 'python', 'software testing', 'test cases']","continuous integration, software development, root cause analysis, software development life cycle, mis, python, software testing, test cases"
Python Developer,Python Developer,Persistent,Pune,3.0,7.0,5.0,9.1,15.1,12.1,"['python development', 'css', 'do', 'bootstrap', 'jquery', 'healthcare', 'sql', 'git']","python development, css, do, bootstrap, jquery, healthcare, sql, git"
Python Developer,Python Developer,Persistent,Hyderabad,3.0,7.0,5.0,9.1,15.1,12.1,"['python development', 'css', 'do', 'bootstrap', 'jquery', 'healthcare', 'sql', 'git']","python development, css, do, bootstrap, jquery, healthcare, sql, git"
Python Developer,Python ML developer,Infosys,Bengaluru,3.0,8.0,5.5,9.1,15.1,12.1,"['python', 'relational databases', 'sql', 'tensorflow', 'debugging', 'snowflake', 'kubernetes', 'algorithms']","python, relational databases, sql, tensorflow, debugging, snowflake, kubernetes, algorithms"
Python Developer,Python Developer,Alrium,Bengaluru,3.0,8.0,5.5,9.1,15.1,12.1,"['python', 'python development', 'development']","python, python development, development"
Python Developer,Python Developer,BMC Software,Pune,3.0,8.0,5.5,9.1,15.1,12.1,"['python', 'documentation', 'ansible', 'devops', 'aws', 'linux system administration', 'container', 'kubernetes']","python, documentation, ansible, devops, aws, linux system administration, container, kubernetes"
Python Developer,Python Software Developer,randstad offshore,Hybrid - Hyderabad,4.0,9.0,6.5,9.1,15.1,12.1,"['tableau', 'python', 'sql', 'etl pipelines', 'data transformation', 'data pipeline', 'data analysis', 'looker']","tableau, python, sql, etl pipelines, data transformation, data pipeline, data analysis, looker"
Python Developer,Python Developer,Apptad Inc,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2.0,4.0,3.0,9.1,15.1,12.1,"['python', 'python development', 'development']","python, python development, development"
Python Developer,Python Developer,Persistent,Pune,4.0,8.0,6.0,9.1,15.1,12.1,"['python development', 'golang', 'python', 'development']","python development, golang, python, development"
Python Developer,Python Developer,a pioneering French company,Pune,4.0,9.0,6.5,9.1,15.1,12.1,"['django orm', 'django', 'sqlalchemy', 'python', 'development', 'orm', 'python development']","django orm, django, sqlalchemy, python, development, orm, python development"
Python Developer,Python Senior Software Developer,Kaspon,Chennai,5.0,7.0,6.0,9.1,15.1,12.1,"['python', 'angular 8', 'restapi', 'mvvm', 'j query', 'django', 'mvc', 'jquery']","python, angular 8, restapi, mvvm, j query, django, mvc, jquery"
Python Developer,Python Developer,SP Software,Bengaluru,3.0,6.0,4.5,9.1,15.1,12.1,"['etl pipelines', 'snowflake', 'plsql', 'performance tuning', 'python', 'etl', 'performance', 'pipeline']","etl pipelines, snowflake, plsql, performance tuning, python, etl, performance, pipeline"
Python Developer,Python Senior Software Developer,Kaspon,Chennai,5.0,7.0,6.0,9.1,15.1,12.1,"['angular 8', 'python', 'git', 'j query', 'django', 'bitbucket', 'postman', 'jquery']","angular 8, python, git, j query, django, bitbucket, postman, jquery"
Python Developer,Python Developer,Apptad Inc,"Mumbai, Bengaluru",5.0,8.0,6.5,9.1,15.1,12.1,"['automation', 'front end', 'hp data protector', 'django', 'analytical', 'application development', 'monitoring', 'financial services']","automation, front end, hp data protector, django, analytical, application development, monitoring, financial services"
Python Developer,Python Developer,Cloud Xtreme Technologies,Hyderabad,4.0,7.0,5.5,9.1,15.1,12.1,"['azure cloud', 'django', 'python', 'css', 'azure ai search', 'azure web apps', 'azure blob storage', 'html']","azure cloud, django, python, css, azure ai search, azure web apps, azure blob storage, html"
Python Developer,Python Developer,Cloudside Technologies,Bengaluru,4.0,6.0,5.0,9.1,15.1,12.1,"['version control', 'git', 'data management', 'postgresql', 'django', 'mysql', 'consulting', 'data structures']","version control, git, data management, postgresql, django, mysql, consulting, data structures"
Python Developer,python Developer,A Leading Organisation,Vadodara,5.0,10.0,7.5,7.0,15.0,11.0,"['power bi', 'sql', 'ssis', 'rest api services', 'python', 'azure data factory', 'nosql', 'git']","power bi, sql, ssis, rest api services, python, azure data factory, nosql, git"
Python Developer,Python Developer,Akaasa Infotech Noida,Remote,8.0,13.0,10.5,9.1,15.1,12.1,"['cloud technologies', 'fast api', 'python', 'gcp', 'azzure', 'aws', 'api', 'python development']","cloud technologies, fast api, python, gcp, azzure, aws, api, python development"
Python Developer,Python Developer,Healthasyst,Bengaluru,3.0,7.0,5.0,9.1,15.1,12.1,"['css', 'jquery', 'python flask', 'docker', 'sql', 'git', 'postgresql', 'aws cloud']","css, jquery, python flask, docker, sql, git, postgresql, aws cloud"
Python Developer,python developer with neo4j & express,ASV Consulting Services,"Hyderabad, Chennai, Bengaluru",3.0,7.0,5.0,5.0,10.0,7.5,"['java', 'neo4j', 'python development', 'expresjs', 'spring', 'cyber', 'git', 'spring frameowrk']","java, neo4j, python development, expresjs, spring, cyber, git, spring frameowrk"
Python Developer,Python Software Developer-AB- Pan India,Infosys,"Pune, Chennai, Bengaluru",5.0,10.0,7.5,9.1,15.1,12.1,"['django', 'python', 'flask', 'pan', 'software']","django, python, flask, pan, software"
Python Developer,Python Software Developer- Bangalore,Infosys,"Hybrid - Hyderabad, Ahmedabad, Bengaluru",5.0,10.0,7.5,9.1,15.1,12.1,"['django', 'python', 'flask', 'development', 'software', 'software development']","django, python, flask, development, software, software development"
Python Developer,Python Software Developer- bangalore,Infosys,"Hybrid - Pune, Chennai, Bengaluru",5.0,10.0,7.5,9.1,15.1,12.1,"['django', 'python', 'flask', 'software', 'software development', 'development']","django, python, flask, software, software development, development"
Python Developer,Python Software Developer- chennai,Infosys,"Hybrid - Tirunelveli, Chennai, Bengaluru",5.0,10.0,7.5,9.1,15.1,12.1,"['django', 'python', 'flask', 'software', 'software development', 'development']","django, python, flask, software, software development, development"
Python Developer,Python Software Developer,Bounteous x Accolite,"Hybrid - Gurugram, Chennai, Bengaluru",4.0,7.0,5.5,9.1,15.1,12.1,"['django', 'python', 'flask', 'development', 'software', 'software development']","django, python, flask, development, software, software development"
Python Developer,Python Developer,Foundation For Science Innovation And Development,Bengaluru,1.0,5.0,3.0,5.0,10.0,7.5,"['python', 'django', 'etl', 'numpy', 'development', 'python development']","python, django, etl, numpy, development, python development"
Python Developer,Python Software Developer,Innominds Software,Bengaluru,5.0,10.0,7.5,15.0,30.0,22.5,"['python', 'rest', 'nosql', 'django', 'fast api', 'aws', 'flask', 'sql']","python, rest, nosql, django, fast api, aws, flask, sql"
Python Developer,"python developer,",Cloudxtreme Technologies,Hybrid - Bengaluru,4.0,8.0,6.0,10.0,17.0,13.5,"['git', 'django', 'python', 'sql', 'flask', 'python development', 'development']","git, django, python, sql, flask, python development, development"
Python Developer,"python developer,",cloudxtreme Technologies,Hybrid - Bengaluru,5.0,10.0,7.5,10.0,20.0,15.0,"['git', 'python', 'sql', 'python development', 'development']","git, python, sql, python development, development"
Python Developer,Hiring Python Developers - Bangalore!!,BNP Paribas,Hybrid - Bengaluru(Marathahalli),5.0,10.0,7.5,12.0,18.0,15.0,"['pandas', 'data modeling', 'numpy', 'python', 'sql', 'development', 'data', 'modeling']","pandas, data modeling, numpy, python, sql, development, data, modeling"
Python Developer,Python Software Developer with json,Ltimindtree,Bengaluru,6.0,8.0,7.0,9.1,15.1,12.1,"['json', 'python', 'scripting', 'django', 'powershell scripting', 'flask', 'development', 'javascript']","json, python, scripting, django, powershell scripting, flask, development, javascript"
Python Developer,Python Developer,Apex One,Bengaluru,2.0,5.0,3.5,9.1,15.1,12.1,"['rest', 'python', 'ci', 'cd', 'sql', 'aws', 'continuous integration', 'kubernetes', 'application design']","rest, python, ci, cd, sql, aws, continuous integration, kubernetes, application design"
Python Developer,"Software Developer (Nodejs, Python, PHP)- Bangalore",Provana,Bengaluru,3.0,6.0,4.5,9.1,15.1,12.1,"['postgresql', 'nodejs', 'azure cloud', 'php', 'python', 'azure', 'software']","postgresql, nodejs, azure cloud, php, python, azure, software"
Python Developer,python developer,ASV Consulting Services,Bengaluru,6.0,11.0,8.5,10.0,14.0,12.0,"['python', 'aws', 'docker', 'django', 'python development', 'sql', 'kubernetes', 'flask']","python, aws, docker, django, python development, sql, kubernetes, flask"
Python Developer,Software Developer (Java/Python),Sadup Soft,"Chennai, Bengaluru",5.0,7.0,6.0,9.1,15.1,12.1,"['java', 'rest api', 'spring', 'microservices', 'python', 'intellij', 'data pipelines', 'pycharm']","java, rest api, spring, microservices, python, intellij, data pipelines, pycharm"
Python Developer,Python Developer,x,Bengaluru,5.0,10.0,7.5,15.0,27.5,21.2,"['azure', 'data engineering', 'python', 'sql', 'njang', 'pandas', 'rest api', 'numpy']","azure, data engineering, python, sql, njang, pandas, rest api, numpy"
Python Developer,Python Developer,fast growing AI healthcare startup,Bengaluru,5.0,10.0,7.5,9.1,15.1,12.1,"['fast api', 'python', 'python development', 'api', 'development']","fast api, python, python development, api, development"
Python Developer,Python Developer (FastAPI + RDBMS),StatusNeo,Bengaluru,8.0,10.0,9.0,15.0,20.0,17.5,"['rest api design', 'unit testing', 'fast api', 'python', 'sql', 'cloud platforms', 'ci cd pipeline', 'containerization']","rest api design, unit testing, fast api, python, sql, cloud platforms, ci cd pipeline, containerization"
Python Developer,Python Developer,Steady Rabbit,Bengaluru,5.0,10.0,7.5,9.1,15.1,12.1,"['ci', 'cd', 'qa automation', 'python development', 'python', 'jenkins', 'git', 'automation', 'quality assurance']","ci, cd, qa automation, python development, python, jenkins, git, automation, quality assurance"
Python Developer,Serverless Architecture + Python Developer,Sportism,Bengaluru,3.0,8.0,5.5,9.1,15.1,12.1,"['serverless architecture', 'azure', 'cloud computing', 'rdbms', 'oops', 'cloud', 'aws boto3 sdk', 'cloud application']","serverless architecture, azure, cloud computing, rdbms, oops, cloud, aws boto3 sdk, cloud application"
Python Developer,Python Developer,Softkeystech,Jaipur,2.0,5.0,3.5,9.1,15.1,12.1,"['python', 'development', 'python development']","python, development, python development"
Python Developer,Python Software Developer,Indegene,Bengaluru,5.0,10.0,7.5,12.0,14.0,13.0,"['fast api', 'javascript', 'python', 'docker', 'azure cloud', 'gcp', 'ci', 'cd', 'jquery']","fast api, javascript, python, docker, azure cloud, gcp, ci, cd, jquery"
Python Developer,Python Developer,Mobitrail,"Mumbai Suburban, Mumbai (All Areas)",0.0,2.0,1.0,9.1,15.1,12.1,"['fast api', 'html', 'django', 'mysql', 'flask', 'restful api', 'css', 'postgresql']","fast api, html, django, mysql, flask, restful api, css, postgresql"
Python Developer,Python Developer,Crimson Interactive,"Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)",5.0,10.0,7.5,9.1,15.1,12.1,"['python', 'python framework', 'python development', 'aws', 'backend development', 'sql', 'development', 'backend']","python, python framework, python development, aws, backend development, sql, development, backend"
Python Developer,Python Developer,Think42 Labs,Chennai,3.0,4.0,3.5,9.1,15.1,12.1,"['python', 'css', 'natural language processing', 'python development', 'numpy', 'machine learning', 'artificial intelligence', 'javascript']","python, css, natural language processing, python development, numpy, machine learning, artificial intelligence, javascript"
Python Developer,Python Software Developer,Photon,"Chennai, Bengaluru",3.0,8.0,5.5,9.1,15.1,12.1,"['django', 'python', 'rabbitmq', 'celery', 'postgresql', 'mysql', 'kafka', 'flask']","django, python, rabbitmq, celery, postgresql, mysql, kafka, flask"
Python Developer,N | Python Developer,Aziro,Pune,2.0,7.0,4.5,9.1,15.1,12.1,"['backend', 'linux', 'programming', 'management', 'troubleshooting', 'monitoring', 'python', 'program']","backend, linux, programming, management, troubleshooting, monitoring, python, program"
Python Developer,Python Software Developer,STRAT-LINK,"Pune, Bengaluru, Mumbai (All Areas)",5.0,9.0,7.0,9.1,15.1,12.1,"['django framework', 'python development', 'python', 'docker', 'api', 'aws', 'web scraping', 'sql']","django framework, python development, python, docker, api, aws, web scraping, sql"
Python Developer,Python Developer,Xonier Technologies,Noida,2.0,5.0,3.5,9.1,15.1,12.1,"['side', 'backend', 'front end', 'architecture', 'testing tools', 'django', 'debugging', 'monitoring']","side, backend, front end, architecture, testing tools, django, debugging, monitoring"
